基金名称,基金代码,基金规模,近1月,近3月,近6月,近1年,近3年,成立来,基金经理,任职时间,任期收益,总任职时间
国寿安保安泽39个月定开债,007970,118.09亿元（2020-09-30）,0.34%,0.93%,1.76%,3.14%,--,3.57%,阚磊,1年又59天,3.57%,1年又326天
中金衡利1年定开债,009158,12.11亿元（2020-09-30）,2.09%,2.31%,-0.17%,--,--,-0.07%,陈方雷/闫雯雯/陈诗昆,117天,1.23%,117天/216天/2年又21天
浦银安盛盛晖一年定开债券,008802,9.79亿元（2020-09-30）,1.21%,1.72%,0.88%,--,--,-0.45%,曹治国,290天,-0.45%,1年又316天
中银澳享一年定开债发起式,008662,9.49亿元（2020-12-31）,1.46%,1.66%,0.96%,--,--,-0.13%,周毅,310天,-0.13%,2年又334天
博时双月薪定期支付债券,000277,4.24亿元（2020-09-30）,0.70%,0.79%,2.10%,6.29%,21.56%,76.31%,陈凯杨,4年又261天,29.57%,8年又37天
民生睿智一年定开债,009295,2.03亿元（2020-09-30）,0.87%,1.56%,-0.15%,--,--,-2.07%,胡振仓,256天,-2.07%,11年又259天
大摩丰裕63个月开放债券,009816,79.01亿元（2020-11-04）,0.34%,--,--,--,--,0.55%,施同亮,67天,0.55%,4年又2天
易方达年年恒春定开债A,009292,29.00亿元（2020-09-30）,0.92%,0.82%,0.78%,--,--,-0.99%,李一硕,258天,-0.99%,6年又184天
鑫元一年中高等级债,008139,2.49亿元（2020-09-30）,0.96%,0.36%,0.40%,--,--,-0.04%,郭卉/王美芹,290天,-0.07%,1年又30天/4年又159天
广发汇择一年定开债C,008607,7.55亿元（2020-09-30）,0.28%,0.40%,-0.32%,--,--,-0.35%,高翔,338天,-0.35%,2年又273天
平安合聚定开债,009148,9.32亿元（2020-09-30）,1.65%,1.76%,0.69%,--,--,-1.17%,苏宁/段玮婧,276天,-1.28%,1年又17天/4年又6天
浦银安盛盛熙一年定开债券,008516,9.81亿元（2020-09-30）,1.28%,1.81%,1.13%,--,--,-0.18%,曹治国,286天,-0.18%,1年又316天
华泰紫金智鑫3月定开债,008982,10.21亿元（2020-09-30）,2.71%,-4.51%,-4.37%,--,--,-3.44%,杨义山/阮毅/李博良,276天,-4.25%,1年又66天/2年又72天/3年又140天
申万菱信安泰广利63个月定开债,008028,79.90亿元（2020-10-21）,0.31%,--,--,--,--,0.64%,唐俊杰/叶瑜珍,68天,0.54%,7年又317天/7年又166天
上投摩根瑞泰38个月定开C,008760,0.00亿元（2020-09-30）,0.18%,0.41%,0.68%,--,--,1.00%,任翔,298天,1.00%,1年又46天
中金新盛1年定开债,009451,1.10亿元（2020-09-30）,0.53%,0.93%,1.34%,--,--,1.34%,石玉,191天,1.34%,4年又179天
南方卓利3个月定开债C,005394,0.00亿元（2019-06-30）,--,--,--,--,--,0.00%,金凌志,2年又357天,0.00%,3年又167天
汇添富鑫盛定开债C,005411,0.00亿元（2020-06-30）,--,--,--,--,--,0.00%,胡娜,293天,--,5年又90天
招商定期宝六个月期理财债券,000792,0.00亿元（2018-12-31）,25.25%,26.15%,27.39%,30.40%,--,33.09%,许强,2年又21天,25.01%,4年又340天
招商添德3个月定开债C,006394,0.00亿元（2019-06-30）,--,--,--,--,--,0.00%,滕越,2年又121天,0.00%,3年又306天
招商添润3个月定开债C,005595,0.00亿元（2019-06-30）,--,--,--,--,--,0.00%,周欣宇,2年又359天,0.00%,3年又64天
华夏鼎禄三个月定开债券C,005863,0.00亿元（2018-12-31）,--,--,--,--,--,0.00%,刘明宇,2年又92天,0.00%,3年又31天
华夏鼎泰六个月定开债C,005408,0.00亿元（2018-12-28）,--,--,--,--,--,0.00%,柳万军,2年又273天,0.00%,7年又12天
招商招信定开债C,003451,0.00亿元（2019-06-30）,--,--,--,--,--,0.00%,许强,3年又307天,0.00%,4年又340天
华夏鼎福三个月定开债C,005792,0.00亿元（2019-03-22）,--,--,--,--,--,--,刘明宇,248天,--,3年又31天
汇添富鑫永定开债C,005591,0.00亿元（2020-06-30）,--,--,--,--,--,0.00%,胡娜,1年又135天,--,5年又90天
汇添富鑫成定开债C,005858,0.00亿元（2020-06-30）,--,--,--,--,--,0.00%,杨靖,131天,--,1年又323天
汇添富鑫泽定开债C,004832,0.00亿元（2020-06-30）,--,--,--,--,--,0.00%,刘通,293天,--,293天
民生加银岁岁增利债券D,001785,0.00亿元（2019-12-31）,0.00%,1.21%,1.21%,0.00%,--,0.00%,胡振仓,2年又295天,--,11年又259天
招商添琪3个月定开债C,005649,0.00亿元（2019-06-30）,--,--,--,--,--,0.00%,周欣宇,2年又316天,0.00%,3年又64天
民生加银汇鑫一年定开债D,004256,0.00亿元（2019-06-30）,0.00%,0.00%,--,--,--,0.00%,刘昊,167天,--,167天
招商添利6个月定开债发起式C,006108,0.00亿元（2019-06-30）,--,--,--,--,--,0.00%,康晶/刘万锋,1年又147天,--,5年又160天/5年又363天
招商添荣3个月定开债C,006326,0.00亿元（2019-06-30）,--,--,--,--,--,0.00%,康晶,2年又50天,0.00%,5年又160天
招商添旭定开债发起式C,007174,0.00亿元（2019-06-30）,--,--,--,--,--,0.00%,马龙,1年又276天,0.00%,6年又291天
华夏鼎旺三个月定开债C,005214,0.00亿元（2018-12-28）,--,--,--,--,--,0.00%,张海静,1年又166天,--,1年又310天
华夏鼎顺三个月定开债C,005365,0.00亿元（2018-08-06）,--,--,--,--,--,0.00%,刘明宇,248天,--,3年又31天
蜂巢丰鑫一年定开,008369,7.00亿元（2020-09-30）,0.74%,-0.86%,-1.22%,--,--,-2.27%,金之洁/廖新昌,256天,-2.78%,256天/1年又346天
国联安6个月定开债A,007701,15.05亿元（2020-06-30）,0.83%,1.17%,--,--,--,1.53%,洪阳玚/万莉,328天,0.46%,1年又128天/6年又354天
招商招惠3个月定期开放债券C,003443,0.00亿元（2016-12-07）,--,--,--,--,--,0.00%,夏里鹏,310天,--,310天
华泰紫金智惠定开债券C,005466,0.00亿元（2019-06-30）,--,--,--,--,--,-0.35%,阮毅/陈晨/李博良,1年又243天,--,2年又72天/1年又311天/3年又140天
